Topic,Year,Source,Top_15_Words
Topic_19,1922,COHA,"found, street, business, made, president, years, back, american, church, avenue, states, boys, thought, held, today"
Topic_19,1922,HBR,"business, found, american, president, street, people, today, world, city, money, mind, put, house, made, side"
Topic_19,1922,ILR,"business, found, people, american, world, money, today, president, put, city, street, mind, side, life, house"
Topic_19,1927,Shared,"york, lindbergh, kellogg, men, years, senator, president, hoover, ago, senate, herbert, magistrate, thirty, france, clock"
Topic_19,1927,COHA,"york, years, men, ago, lindbergh, senator, women, kellogg, president, made, states, william, clock, senate, republican"
Topic_19,1927,HBR,"york, president, men, years, lindbergh, senator, kellogg, american, clock, hoover, commission, magistrate, senate, france, states"
Topic_19,1927,ILR,"president, commission, york, american, government, german, late, tariff, city, opinion, year, war, land, military, foreign"
Topic_19,1932,Shared,"city, war, house, people, american, president, bill, life, found, night, world, made, british, back, united"
Topic_19,1932,COHA,"city, people, house, president, back, found, made, american, war, years, night, life, men, york, world"
Topic_19,1932,HBR,"city, war, people, house, american, life, world, president, bill, state, home, government, man, british, night"
Topic_19,1932,ILR,"city, war, people, state, house, life, world, american, government, year, bill, man, home, committee, week"
Topic_19,1937,Shared,"years, night, men, water, week, left, york, back, american, days, made, found, ago, city, big"
Topic_19,1937,COHA,"years, men, left, night, back, water, york, days, week, made, found, big, ago, women, american"
Topic_19,1937,HBR,"week, water, night, american, years, big, city, men, world, house, back, found, left, gold, white"
Topic_19,1937,ILR,"week, water, night, american, city, big, world, house, french, years, people, gold, air, white, military"
Topic_19,1942,Shared,"american, president, people, city, japanese, made, night, back, years, world, united, water, house, states, put"
Topic_19,1942,COHA,"made, american, president, years, back, people, night, city, york, united, states, japanese, water, found, business"
Topic_19,1942,HBR,"american, people, president, city, japanese, world, put, year, today, night, water, house, life, home, back"
Topic_19,1942,ILR,"people, american, city, president, world, year, japanese, put, night, water, today, house, life, home, government"
Topic_19,1947,Shared,"president, york, british, made, american, people, house, states, night, money, church, men, years, business, water"
Topic_19,1947,COHA,"york, made, president, years, men, states, church, back, called, days, night, europe, west, american, british"
Topic_19,1947,HBR,"president, people, british, american, york, money, house, year, today, week, business, put, big, water, night"
Topic_19,1947,ILR,"people, president, british, year, money, american, week, house, man, put, york, war, water, today, power"
Topic_19,1952,Shared,"president, american, week, city, made, defense, house, home, secretary, british, state, white, night, party, air"
Topic_19,1952,COHA,"president, made, american, week, back, city, york, years, house, white, women, night, states, defense, home"
Topic_19,1952,HBR,"president, american, week, city, defense, state, home, man, year, house, government, national, british, party, world"
Topic_19,1952,ILR,"week, president, american, state, city, year, home, government, man, defense, house, national, party, british, world"
Topic_19,1957,Shared,"back, made, president, united, soviet, states, world, years, college, york, algeria, john, found, problems, children"
Topic_19,1957,COHA,"back, made, years, states, united, president, york, john, children, times, called, found, left, knew, told"
Topic_19,1957,HBR,"world, back, president, soviet, college, people, american, life, university, today, big, political, made, united, book"
Topic_19,1957,ILR,"world, back, president, soviet, college, people, american, life, university, political, big, today, party, made, united"
Topic_19,1962,Shared,"president, city, man, united, communist, war, secretary, people, air, american, night, today, campaign, party, states"
Topic_19,1962,COHA,"president, city, united, communist, back, states, called, left, made, men, years, congress, night, washington, secretary"
Topic_19,1962,HBR,"city, man, president, people, war, today, air, put, political, year, american, party, chief, communist, life"
Topic_19,1962,ILR,"man, city, president, people, war, year, political, party, today, air, put, american, administration, chief, public"
Topic_19,1967,Shared,"vietnam, people, political, back, rockefeller, money, million, years, court, white, city, america, york, thought, hard"
Topic_19,1967,COHA,"vietnam, back, years, people, york, million, america, men, white, thought, city, hard, money, church, left"
Topic_19,1967,HBR,"people, vietnam, money, political, court, man, city, federal, year, life, white, hard, million, put, big"
Topic_19,1967,ILR,"people, political, money, vietnam, court, man, city, year, federal, life, state, home, white, put, week"
Topic_19,1972,Shared,"arab, mao, made, chicago, henry, john, congress, found, million, back, years, times, university, called, things"
Topic_19,1972,COHA,"made, arab, years, back, john, chicago, found, called, million, things, times, left, henry, congress, told"
Topic_19,1972,HBR,"arab, university, world, people, city, house, chinese, life, million, democratic, found, week, secretary, american, back"
Topic_19,1972,ILR,"arab, university, world, city, people, house, life, chinese, million, week, democratic, found, secretary, american, made"
Topic_19,1977,Shared,"president, years, life, man, city, united, back, state, american, states, church, million, made, percent, world"
Topic_19,1977,COHA,"president, years, back, life, city, made, million, church, united, states, percent, man, american, times, called"
Topic_19,1977,HBR,"president, man, life, state, city, world, year, money, american, people, end, government, years, political, house"
Topic_19,1977,ILR,"president, man, life, state, city, world, american, money, year, years, people, end, government, house, war"
Topic_19,1982,Shared,"years, million, back, made, white, american, house, people, west, states, life, young, times, city, left"
Topic_19,1982,COHA,"years, back, million, white, people, made, american, house, life, city, year, west, young, left, world"
Topic_19,1982,HBR,"people, years, american, year, million, white, life, house, world, man, back, young, city, made, state"
Topic_19,1982,ILR,"people, years, american, year, million, white, life, house, young, man, world, back, city, state, made"
Topic_19,1987,Shared,"people, world, soviet, american, south, life, political, years, house, state, city, president, school, back, women"
Topic_19,1987,COHA,"people, world, years, american, south, soviet, back, life, women, house, city, white, president, found, school"
Topic_19,1987,HBR,"people, world, american, soviet, life, state, political, year, school, city, power, house, man, put, public"
Topic_19,1987,ILR,"people, world, soviet, american, life, state, political, year, school, city, house, south, power, man, university"
Topic_19,1992,Shared,"back, big, city, people, years, lot, parents, fish, water, sun, feet, business, times, story, room"
Topic_19,1992,COHA,"years, back, parents, feet, times, sun, including, left, fish, minutes, lot, things, big, children, city"
